chr	rs	ps	n_mis	n_obs	allele1	allele0	af	beta	se	p_wald	p_lrt	p_score
0	cP20	50	0	2500	2	1	0.080	-1.384395e+00	6.094351e-02	5.312674e-104	4.202200e-104	6.808448e-88
0	cP26	50	0	2500	2	1	0.310	5.299351e-01	2.949430e-02	5.563015e-68	4.778041e-68	7.504766e-61
0	cP31	50	0	2500	2	1	0.190	-9.680468e-01	3.061135e-02	6.708477e-185	4.412074e-185	1.087495e-138
0	cP35	50	0	2500	2	1	0.220	-4.358495e-01	4.297732e-02	1.034803e-23	9.834604e-24	7.166519e-23
0	nP5	50	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP18	50	0	2500	2	1	0.010	-1.570609e+00	1.971987e-01	2.493881e-15	2.415780e-15	5.298540e-15
0	nP24	50	0	2500	2	1	0.010	9.663872e-01	1.987485e-01	1.231937e-06	1.216953e-06	1.367608e-06
0	nP28	50	0	2500	2	1	0.080	-9.383932e-01	5.738256e-02	3.468821e-57	3.053857e-57	4.151419e-52
0	nP32	50	0	2500	2	1	0.100	1.458395e+00	6.350763e-02	4.852301e-106	3.820209e-106	2.471548e-89
0	nP38	50	0	2500	2	1	0.050	1.483122e+00	8.833621e-02	5.029102e-60	4.398821e-60	1.943505e-54
0	nP48	50	0	2500	2	1	0.240	8.683617e-01	3.790057e-02	1.314821e-105	1.036181e-105	4.987704e-89
0	nP51	50	0	2500	2	1	0.160	-7.586365e-01	4.565755e-02	6.902627e-59	6.053278e-59	1.657511e-53
0	nP57	50	0	2500	1	2	0.480	-1.017900e-01	3.046376e-02	8.460013e-04	8.409325e-04	8.647193e-04
0	nP75	50	0	2500	2	1	0.260	2.383731e-01	3.811801e-02	4.704355e-10	4.611713e-10	6.277749e-10
0	nP85	50	0	2500	2	1	0.010	-1.570609e+00	1.971987e-01	2.493881e-15	2.415780e-15	5.298540e-15
0	nP93	50	0	2500	2	1	0.220	5.386658e-01	3.554844e-02	1.093460e-49	9.793114e-50	7.584490e-46
0	nP99	50	0	2500	2	1	0.160	8.653271e-01	3.564935e-02	4.896016e-117	3.758988e-117	6.085015e-97
0	nP118	50	0	2500	2	1	0.150	7.923757e-01	4.601063e-02	6.788694e-63	5.899026e-63	9.033295e-57
0	nP122	50	0	2500	2	1	0.110	6.642429e-01	5.412649e-02	1.168704e-33	1.085779e-33	6.496269e-32
0	nP134	50	0	2500	2	1	0.090	-1.063805e+00	5.459694e-02	7.864236e-79	6.588947e-79	2.490804e-69
0	nP148	50	0	2500	2	1	0.020	1.358928e+00	1.400482e-01	7.066265e-22	6.743799e-22	3.610010e-21
0	nP152	50	0	2500	2	1	0.140	-9.394375e-01	4.557282e-02	2.543312e-87	2.089899e-87	9.264844e-76
0	nP174	50	0	2500	2	1	0.010	1.433780e+00	1.976155e-01	5.319115e-13	5.179799e-13	8.959074e-13
0	nP183	50	0	2500	2	1	0.010	-1.449068e+00	1.975708e-01	2.994088e-13	2.914022e-13	5.159592e-13
0	nP188	50	0	2500	2	1	0.030	1.494344e+00	1.138564e-01	4.199601e-38	3.862184e-38	7.451856e-36
0	nP197	50	0	2500	2	1	0.030	-9.488233e-01	8.801667e-02	1.623102e-26	1.532733e-26	1.878973e-25
0	nP203	50	0	2500	2	1	0.010	-1.391643e-01	1.996674e-01	4.858800e-01	4.856617e-01	4.857478e-01
0	nP207	50	0	2500	2	1	0.010	1.459632e+00	1.975397e-01	2.005670e-13	1.951267e-13	3.512829e-13
0	nP216	50	0	2500	1	2	0.490	-3.228070e-01	3.279357e-02	1.860548e-22	1.773300e-22	1.043563e-21
0	nP221	50	0	2500	2	1	0.010	-1.104512e+00	1.984602e-01	2.894254e-08	2.848678e-08	3.467252e-08
0	nP228	50	0	2500	2	1	0.010	-1.550201e+00	1.972633e-01	5.726758e-15	5.551958e-15	1.170446e-14
0	nP234	50	0	2500	2	1	0.120	9.090861e-01	5.145498e-02	6.454333e-66	5.569837e-66	3.336478e-59
0	nP256	50	0	2500	2	1	0.170	-1.025300e+00	3.359501e-02	3.851017e-174	2.595575e-174	1.290928e-132
0	nP268	50	0	2500	2	1	0.020	6.554840e-01	9.897831e-02	4.308869e-11	4.214146e-11	6.192997e-11
0	nP273	50	0	2500	2	1	0.070	1.229509e+00	6.532476e-02	5.234073e-74	4.433955e-74	1.344315e-65
0	nP286	50	0	2500	2	1	0.190	-9.677218e-01	3.061546e-02	9.387237e-185	6.175909e-185	1.310867e-138
0	nP322	50	0	2500	2	1	0.100	6.571646e-01	5.552981e-02	1.766637e-31	1.649479e-31	5.850428e-30
0	nP332	50	0	2500	2	1	0.020	-1.400592e+00	1.398838e-01	3.647051e-23	3.470424e-23	2.300571e-22
0	nP350	50	0	2500	2	1	0.010	1.466014e+00	1.975208e-01	1.572258e-13	1.529245e-13	2.781336e-13
0	nP354	50	0	2500	2	1	0.180	-8.257865e-01	3.726209e-02	1.701860e-99	1.360066e-99	1.115814e-84
0	nP358	50	0	2500	2	1	0.030	1.472298e+00	1.139713e-01	5.296652e-37	4.883366e-37	6.959487e-35
0	nP372	50	0	2500	2	1	0.180	4.003584e-01	3.830244e-02	4.652045e-25	4.407666e-25	4.093625e-24
0	nP375	50	0	2500	2	1	0.100	-1.255038e+00	5.124345e-02	6.587285e-119	5.035915e-119	3.274856e-98
0	nP386	50	0	2500	2	1	0.020	-1.575768e+00	1.391358e-01	4.949711e-29	4.647364e-29	9.545004e-28
0	nP390	50	0	2500	2	1	0.040	-6.787193e-01	8.182542e-02	1.756668e-16	1.697209e-16	4.252507e-16
0	nP399	50	0	2500	2	1	0.060	1.091773e+00	6.993279e-02	1.689191e-52	1.503154e-52	3.265376e-48
0	nP420	50	0	2500	2	1	0.150	-5.574616e-01	5.070092e-02	1.704050e-27	1.605584e-27	2.392708e-26
0	nP428	50	0	2500	2	1	0.060	1.546957e+00	8.026838e-02	2.842332e-77	2.389913e-77	3.940209e-68
0	nP434	50	0	2500	2	1	0.210	1.589990e-01	4.388984e-02	2.973752e-04	2.953031e-04	3.066988e-04
0	nP440	50	0	2500	2	1	0.030	1.399968e+00	1.143355e-01	1.612669e-33	1.498722e-33	8.662231e-32
0	nP446	50	0	2500	2	1	0.170	7.975220e-01	4.217273e-02	1.191697e-74	1.008042e-74	4.244277e-66
0	nP460	50	0	2500	2	1	0.060	1.312253e+00	8.192469e-02	4.815494e-55	4.260265e-55	2.461275e-50
0	nP466	50	0	2500	2	1	0.040	8.952732e-01	8.098734e-02	9.081252e-28	8.551168e-28	1.347439e-26
0	nP477	50	0	2500	2	1	0.010	1.479011e+00	1.974820e-01	9.544050e-14	9.278391e-14	1.723708e-13
0	nP485	50	0	2500	2	1	0.030	-1.437632e+00	1.141483e-01	2.618077e-35	2.423159e-35	2.202848e-33
0	nP492	50	0	2500	2	1	0.010	1.321683e+00	1.979281e-01	2.982862e-11	2.916237e-11	4.339686e-11
0	nP508	50	0	2500	2	1	0.080	1.616396e+00	6.905901e-02	1.040882e-109	8.126432e-110	6.691220e-92
0	nP532	50	0	2500	2	1	0.070	1.164851e+00	6.579741e-02	3.659094e-66	3.155875e-66	2.118136e-59
0	nP536	50	0	2500	2	1	0.020	-1.592018e+00	1.390617e-01	1.295565e-29	1.214811e-29	2.830098e-28
0	nP551	50	0	2500	2	1	0.010	1.482298e+00	1.974721e-01	8.406230e-14	8.171222e-14	1.526324e-13
0	nP556	50	0	2500	2	1	0.040	-1.663170e+00	9.752692e-02	9.021787e-62	7.859649e-62	7.353154e-56
0	nP560	50	0	2500	2	1	0.070	7.153158e-01	7.928692e-02	3.595365e-19	3.452503e-19	1.228211e-18
0	nP565	50	0	2500	2	1	0.010	-1.435431e+00	1.976107e-01	5.000541e-13	4.869274e-13	8.443014e-13
0	nP574	50	0	2500	2	1	0.070	1.247412e+00	6.518874e-02	2.826770e-76	2.382259e-76	2.325774e-67
0	nP578	50	0	2500	1	2	0.440	-1.110639e+00	2.238387e-02	0.000000e+00	0.000000e+00	4.750311e-221
0	nP588	50	0	2500	2	1	0.050	-1.693879e+00	8.680577e-02	4.829227e-79	4.044145e-79	1.713190e-69
0	cM9	50	0	2500	2	1	0.120	-3.124596e-01	4.255783e-02	2.832715e-13	2.756814e-13	4.892401e-13
0	cM12	50	0	2500	2	1	0.200	-1.087894e-01	3.487734e-02	1.834116e-03	1.824443e-03	1.864170e-03
0	cM15	50	0	2500	2	1	0.020	1.949087e-01	9.976722e-02	5.085592e-02	5.074019e-02	5.093999e-02
0	cM19	50	0	2500	1	2	0.460	1.773601e-01	2.782064e-02	2.170189e-10	2.125843e-10	2.963666e-10
0	cM25	50	0	2500	2	1	0.020	-2.997006e-01	9.966318e-02	2.663521e-03	2.650392e-03	2.700657e-03
0	cM35	50	0	2500	2	1	0.400	-1.920312e-01	2.827276e-02	1.376409e-11	1.344646e-11	2.055781e-11
0	cM43	50	0	2500	1	2	0.380	-2.978701e-01	2.817439e-02	1.377651e-25	1.303709e-25	1.336627e-24
0	nM2	50	0	2500	2	1	0.160	-1.767707e-01	3.796394e-02	3.388284e-06	3.350337e-06	3.698249e-06
0	nM7	50	0	2500	2	1	0.080	1.907556e-01	5.138232e-02	2.097297e-04	2.081996e-04	2.170327e-04
0	nM11	50	0	2500	2	1	0.060	-7.366137e-02	5.883987e-02	2.107252e-01	2.104969e-01	2.106857e-01
0	nM23	50	0	2500	2	1	0.080	-9.826822e-02	5.148635e-02	5.642477e-02	5.630145e-02	5.650578e-02
0	nM29	50	0	2500	2	1	0.460	3.641314e-01	2.708323e-02	7.738780e-40	7.088838e-40	2.242714e-37
0	nM38	50	0	2500	2	1	0.040	-3.103777e-01	7.106074e-02	1.306344e-05	1.293389e-05	1.397312e-05
0	nM50	50	0	2500	2	1	0.260	-2.355131e-01	3.151696e-02	1.081246e-13	1.051278e-13	1.942630e-13
0	nM54	50	0	2500	2	1	0.460	-5.943298e-02	2.802083e-02	3.401762e-02	3.392824e-02	3.410694e-02
0	nM62	50	0	2500	2	1	0.060	2.051239e-01	5.871506e-02	4.849336e-04	4.817765e-04	4.979409e-04
0	nM68	50	0	2500	2	1	0.240	1.421804e-01	3.260531e-02	1.349310e-05	1.335971e-05	1.442619e-05
0	nM75	50	0	2500	2	1	0.060	-9.778466e-02	5.882580e-02	9.658307e-02	9.641638e-02	9.663392e-02
0	nM80	50	0	2500	2	1	0.060	-3.175220e-01	5.851446e-02	6.304091e-08	6.209515e-08	7.420873e-08
0	nM104	50	0	2500	2	1	0.060	3.604641e-01	5.841478e-02	7.904673e-10	7.752939e-10	1.039151e-09
0	nM113	50	0	2500	2	1	0.020	-2.199224e-01	9.974640e-02	2.755786e-02	2.748033e-02	2.764659e-02
0	nM116	50	0	2500	2	1	0.020	-1.750307e-01	9.978197e-02	7.953060e-02	7.938023e-02	7.959534e-02
0	nM119	50	0	2500	2	1	0.160	3.213611e-01	3.758228e-02	2.094616e-17	2.019477e-17	5.671669e-17
0	nM128	50	0	2500	2	1	0.040	-1.113581e-01	7.129677e-02	1.184394e-01	1.182553e-01	1.184718e-01
0	nM139	50	0	2500	2	1	0.020	-2.805881e-01	9.968545e-02	4.919995e-03	4.898514e-03	4.971020e-03
0	nM143	50	0	2500	2	1	0.080	6.305532e-02	5.150843e-02	2.210018e-01	2.207708e-01	2.209555e-01
0	nM171	50	0	2500	2	1	0.060	-1.783857e-01	5.875001e-02	2.419327e-03	2.407187e-03	2.454534e-03
0	nM204	50	0	2500	2	1	0.180	-1.120777e-02	3.638279e-02	7.580689e-01	7.579516e-01	7.579795e-01
0	nM216	50	0	2500	2	1	0.120	-2.861017e-01	4.263196e-02	2.383848e-11	2.330091e-11	3.494374e-11
0	nM231	50	0	2500	2	1	0.240	3.461215e-01	3.198813e-02	1.067481e-26	1.007629e-26	1.280232e-25
0	nM235	50	0	2500	2	1	0.160	1.065628e-01	3.806867e-02	5.161876e-03	5.139565e-03	5.214087e-03
0	nM244	50	0	2500	2	1	0.280	2.908611e-01	3.058288e-02	4.292807e-21	4.104226e-21	1.940775e-20
0	nM252	50	0	2500	2	1	0.140	-3.475947e-01	3.967928e-02	3.528126e-18	3.395587e-18	1.054619e-17
0	nM263	50	0	2500	2	1	0.420	-1.669521e-01	2.812333e-02	3.317585e-09	3.258462e-09	4.193097e-09
0	nM266	50	0	2500	2	1	0.060	-1.044994e-01	5.882118e-02	7.576225e-02	7.561586e-02	7.582991e-02
0	nM288	50	0	2500	2	1	0.240	3.827192e-01	3.182078e-02	1.972615e-32	1.837795e-32	8.156810e-31
0	nM293	50	0	2500	2	1	0.020	3.894182e-01	9.953893e-02	9.389233e-05	9.313635e-05	9.798217e-05
0	nM300	50	0	2500	1	2	0.420	-2.582151e-01	2.784580e-02	3.792994e-20	3.634192e-20	1.488684e-19
0	nM304	50	0	2500	2	1	0.060	2.870789e-01	5.857739e-02	1.015350e-06	1.002813e-06	1.131020e-06
0	nP66	56	0	2500	2	1	0.080	1.363017e+00	7.121346e-02	2.622340e-76	2.209811e-76	2.194475e-67
0	nP142	56	0	2500	2	1	0.100	8.076212e-01	5.472965e-02	2.585252e-47	2.327980e-47	7.859119e-44
0	nP112	57	0	2500	2	1	0.060	1.521353e+00	8.046405e-02	1.265224e-74	1.070302e-74	4.446731e-66
0	nP299	57	0	2500	2	1	0.010	1.482298e+00	1.974721e-01	8.406230e-14	8.171222e-14	1.526324e-13
0	nP515	57	0	2500	2	1	0.090	1.231605e+00	6.846755e-02	3.992293e-68	3.427827e-68	5.764250e-61
0	nP527	57	0	2500	2	1	0.010	-1.449068e+00	1.975708e-01	2.994088e-13	2.914022e-13	5.159592e-13
0	nP105	60	0	2500	2	1	0.040	1.099060e+00	1.006741e-01	3.880961e-27	3.659690e-27	5.074319e-26
0	nP169	60	0	2500	2	1	0.100	-9.661803e-01	5.944773e-02	1.537662e-56	1.355721e-56	1.419074e-51
0	nP262	60	0	2500	2	1	0.010	1.208622e+00	1.982172e-01	1.244896e-09	1.221541e-09	1.615751e-09
0	nP281	60	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP292	60	0	2500	2	1	0.310	6.403998e-01	2.949852e-02	7.063403e-96	5.691707e-96	4.594835e-82
0	nP368	60	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP473	60	0	2500	2	1	0.220	-8.454906e-01	2.919668e-02	3.089281e-159	2.154092e-159	7.004173e-124
0	nP503	60	0	2500	2	1	0.040	1.494754e+00	9.861241e-02	1.021773e-49	9.150467e-50	7.161836e-46
0	nM18	60	0	2500	2	1	0.040	-3.766652e-01	7.093235e-02	1.191598e-07	1.174447e-07	1.383650e-07
0	nP86	62	0	2500	2	1	0.070	1.282659e+00	6.491435e-02	7.297960e-81	6.086139e-81	6.935705e-71
0	nP400	62	0	2500	2	1	0.070	9.575620e-01	5.943795e-02	1.246166e-55	1.101003e-55	8.018139e-51
0	cP8	67	0	2500	2	1	0.120	5.442996e-01	5.827134e-02	2.048184e-20	1.961236e-20	8.361008e-20
0	cP12	67	0	2500	2	1	0.100	-7.482793e-01	6.069254e-02	6.010253e-34	5.580113e-34	3.587277e-32
0	cP21	67	0	2500	2	1	0.090	1.562646e+00	6.570772e-02	7.297135e-113	5.656151e-113	4.378829e-94
0	cP41	67	0	2500	1	2	0.250	-7.475498e-01	3.128367e-02	7.931134e-114	6.134053e-114	9.511082e-95
0	nP13	67	0	2500	2	1	0.020	1.044024e+00	1.411256e-01	1.880118e-13	1.829004e-13	3.301635e-13
0	nP19	67	0	2500	1	2	0.490	-5.622456e-01	3.147355e-02	2.882616e-67	2.479912e-67	2.782101e-60
0	nP43	67	0	2500	2	1	0.100	9.479417e-01	4.931037e-02	6.402881e-77	5.388070e-77	7.376190e-68
0	nP58	67	0	2500	2	1	0.040	1.108035e+00	1.006347e-01	1.448339e-27	1.364429e-27	2.062735e-26
0	nP67	67	0	2500	2	1	0.010	1.373910e+00	1.977857e-01	4.759576e-12	4.644900e-12	7.380480e-12
0	nP79	67	0	2500	2	1	0.170	-1.021535e+00	3.364091e-02	1.170038e-172	7.912702e-173	9.180830e-132
0	nP94	67	0	2500	2	1	0.010	-1.382664e+00	1.977612e-01	3.474902e-12	3.390132e-12	5.450341e-12
0	nP127	67	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP143	67	0	2500	2	1	0.120	1.702142e-01	5.446886e-02	1.798582e-03	1.789064e-03	1.828295e-03
0	nP157	67	0	2500	2	1	0.130	9.901744e-01	4.272342e-02	8.495762e-108	6.661901e-108	1.444840e-90
0	nP179	67	0	2500	2	1	0.370	6.214019e-01	2.800585e-02	1.036355e-99	8.278105e-100	7.813775e-85
0	nP193	67	0	2500	2	1	0.030	1.350230e+00	1.145748e-01	3.093701e-31	2.890142e-31	9.690064e-30
0	nP212	67	0	2500	2	1	0.030	1.471912e+00	1.139733e-01	5.535126e-37	5.103456e-37	7.235504e-35
0	nP235	67	0	2500	2	1	0.030	1.423972e+00	1.142168e-01	1.183309e-34	1.096852e-34	8.425576e-33
0	nP240	67	0	2500	2	1	0.070	1.168674e+00	6.577027e-02	1.301095e-66	1.121008e-66	9.264849e-60
0	nP244	67	0	2500	1	2	0.240	-9.295040e-01	2.927887e-02	4.169836e-186	2.734923e-186	2.327440e-139
0	nP248	67	0	2500	2	1	0.030	5.539749e-01	1.171937e-01	2.405116e-06	2.377396e-06	2.639795e-06
0	nP252	67	0	2500	2	1	0.120	1.054675e+00	4.286330e-02	6.903391e-120	5.265779e-120	7.139707e-99
0	nP306	67	0	2500	2	1	0.040	-1.447313e+00	9.889531e-02	1.352174e-46	1.219615e-46	3.226036e-43
0	nP310	67	0	2500	2	1	0.010	1.395828e+00	1.977242e-01	2.157054e-12	2.103448e-12	3.443408e-12
0	nP315	67	0	2500	2	1	0.020	1.343982e+00	1.401060e-01	1.999622e-21	1.910335e-21	9.515118e-21
0	nP319	67	0	2500	2	1	0.010	-1.540325e+00	1.972943e-01	8.528922e-15	8.271835e-15	1.711689e-14
0	nP326	67	0	2500	2	1	0.010	-1.435431e+00	1.976107e-01	5.000541e-13	4.869274e-13	8.443014e-13
0	nP339	67	0	2500	2	1	0.010	1.322330e+00	1.979264e-01	2.917098e-11	2.851881e-11	4.247170e-11
0	nP346	67	0	2500	2	1	0.020	-1.386560e+00	1.399398e-01	1.000175e-22	9.526875e-23	5.863989e-22
0	nP363	67	0	2500	2	1	0.020	5.591557e-01	1.422238e-01	8.670627e-05	8.600165e-05	9.056319e-05
0	nP379	67	0	2500	2	1	0.010	2.446170e-01	1.996268e-01	2.205509e-01	2.203201e-01	2.205049e-01
0	nP383	67	0	2500	2	1	0.010	-1.333861e+00	1.978954e-01	1.956756e-11	1.912260e-11	2.887557e-11
0	nP406	67	0	2500	2	1	0.050	3.220305e-02	6.780057e-02	6.348518e-01	6.346824e-01	6.347316e-01
0	nP412	67	0	2500	2	1	0.010	-1.531558e+00	1.973216e-01	1.212026e-14	1.175899e-14	2.394125e-14
0	nP417	67	0	2500	2	1	0.010	1.466014e+00	1.975208e-01	1.572258e-13	1.529245e-13	2.781336e-13
0	nP424	67	0	2500	2	1	0.050	-7.980890e-01	9.180887e-02	6.276690e-18	6.044335e-18	1.816244e-17
0	nP435	67	0	2500	2	1	0.050	1.498406e+00	8.823289e-02	2.675635e-61	2.333494e-61	1.778961e-55
0	nP447	67	0	2500	2	1	0.110	1.014035e+00	4.762945e-02	1.449324e-92	1.176747e-92	1.208758e-79
0	nP452	67	0	2500	2	1	0.070	5.506813e-01	6.892813e-02	2.053398e-15	1.988711e-15	4.403049e-15
0	nP467	67	0	2500	2	1	0.020	-1.462706e+00	1.396291e-01	3.682950e-25	3.488671e-25	3.301644e-24
0	nP481	67	0	2500	2	1	0.060	1.534994e+00	8.036026e-02	4.990409e-76	4.208041e-76	3.611934e-67
0	nP498	67	0	2500	2	1	0.030	-9.303888e-01	8.809542e-02	1.544810e-25	1.462062e-25	1.484967e-24
0	nP521	67	0	2500	2	1	0.220	-7.315629e-01	3.278086e-02	9.488583e-101	7.561240e-101	1.407759e-85
0	nP542	67	0	2500	2	1	0.030	2.872323e-01	8.985712e-02	1.408209e-03	1.400438e-03	1.433900e-03
0	nP546	67	0	2500	2	1	0.190	-9.029422e-01	3.286774e-02	2.080945e-145	1.497483e-145	1.991538e-115
0	nP570	67	0	2500	2	1	0.040	-1.638643e+00	9.769298e-02	6.417894e-60	5.614920e-60	2.371916e-54
0	nP583	67	0	2500	2	1	0.010	1.322330e+00	1.979264e-01	2.917098e-11	2.851881e-11	4.247170e-11
0	nP589	67	0	2500	2	1	0.010	1.435164e+00	1.976115e-01	5.050700e-13	4.918164e-13	8.524347e-13
0	cM31	67	0	2500	2	1	0.020	3.305116e-01	9.962417e-02	9.210066e-04	9.155612e-04	9.407626e-04
0	nM35	67	0	2500	2	1	0.100	2.451195e-01	4.633476e-02	1.328058e-07	1.309080e-07	1.538610e-07
0	nM47	67	0	2500	1	2	0.500	5.917451e-02	2.793107e-02	3.422353e-02	3.413380e-02	3.431284e-02
0	nM76	67	0	2500	2	1	0.140	-3.514562e-01	3.966566e-02	1.480629e-18	1.423786e-18	4.652178e-18
0	nM84	67	0	2500	2	1	0.100	-1.481145e-02	4.659265e-02	7.505931e-01	7.504725e-01	7.505015e-01
0	nM88	67	0	2500	2	1	0.040	3.894997e-01	7.090459e-02	4.344014e-08	4.277297e-08	5.156061e-08
0	nM123	67	0	2500	2	1	0.320	4.201038e-01	2.876222e-02	1.993804e-46	1.799037e-46	4.496103e-43
0	nM135	67	0	2500	2	1	0.040	2.708829e-01	7.112538e-02	1.431654e-04	1.420695e-04	1.487259e-04
0	nM149	67	0	2500	2	1	0.020	-3.755523e-01	9.956026e-02	1.656323e-04	1.643872e-04	1.718067e-04
0	nM157	67	0	2500	2	1	0.100	-1.339306e-01	4.651647e-02	4.020651e-03	4.002354e-03	4.066828e-03
0	nM167	67	0	2500	2	1	0.120	9.682388e-02	4.297091e-02	2.433027e-02	2.425914e-02	2.441784e-02
0	nM196	67	0	2500	2	1	0.060	-1.038282e-01	5.882165e-02	7.766309e-02	7.751468e-02	7.772929e-02
0	nM225	67	0	2500	2	1	0.040	-1.113581e-01	7.129677e-02	1.184394e-01	1.182553e-01	1.184718e-01
0	nM241	67	0	2500	2	1	0.140	-7.344242e-02	4.025734e-02	6.822254e-02	6.808460e-02	6.829578e-02
0	nM272	67	0	2500	2	1	0.020	2.415572e-01	9.972636e-02	1.549760e-02	1.544606e-02	1.557740e-02
0	nM282	67	0	2500	2	1	0.180	-3.597596e-03	3.638341e-02	9.212414e-01	9.212021e-01	9.212101e-01
0	nP113	71	0	2500	2	1	0.010	-1.104512e+00	1.984602e-01	2.894254e-08	2.848678e-08	3.467252e-08
0	nP300	71	0	2500	2	1	0.010	1.433780e+00	1.976155e-01	5.319115e-13	5.179799e-13	8.959074e-13
0	nP516	71	0	2500	2	1	0.020	-1.575768e+00	1.391358e-01	4.949711e-29	4.647364e-29	9.545004e-28
0	nP528	71	0	2500	2	1	0.080	1.205925e+00	7.233886e-02	3.032363e-59	2.657066e-59	8.447738e-54
0	cP4	75	0	2500	2	1	0.280	-8.330054e-01	2.934000e-02	6.434171e-154	4.541144e-154	1.137348e-120
0	cP27	75	0	2500	2	1	0.010	1.340706e+00	1.978769e-01	1.541279e-11	1.505878e-11	2.293075e-11
0	cP32	75	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP6	75	0	2500	2	1	0.010	-1.410156e+00	1.976835e-01	1.277135e-12	1.244755e-12	2.079400e-12
0	nP25	75	0	2500	2	1	0.240	6.399178e-01	3.475871e-02	4.431697e-71	3.779467e-71	2.647484e-63
0	nP33	75	0	2500	2	1	0.280	7.068385e-01	3.299730e-02	1.353332e-93	1.096224e-93	2.124194e-80
0	nP39	75	0	2500	2	1	0.250	-8.307094e-01	2.926472e-02	7.230279e-154	5.103616e-154	1.221008e-120
0	nP87	75	0	2500	2	1	0.020	-1.596256e+00	1.390422e-01	9.111756e-30	8.540831e-30	2.057501e-28
0	nP100	75	0	2500	2	1	0.010	-1.333861e+00	1.978954e-01	1.956756e-11	1.912260e-11	2.887557e-11
0	nP123	75	0	2500	2	1	0.010	1.435164e+00	1.976115e-01	5.050700e-13	4.918164e-13	8.524347e-13
0	nP153	75	0	2500	2	1	0.080	-1.393872e+00	6.085697e-02	1.515980e-105	1.194879e-105	5.514206e-89
0	nP175	75	0	2500	2	1	0.210	7.288819e-01	3.935924e-02	7.575004e-72	6.448832e-72	6.599202e-64
0	nP184	75	0	2500	2	1	0.100	1.140591e+00	5.230343e-02	1.179618e-96	9.488517e-97	1.253222e-82
0	nP198	75	0	2500	2	1	0.140	-1.057965e+00	3.870410e-02	3.768713e-144	2.719823e-144	1.217899e-114
0	nP208	75	0	2500	2	1	0.010	6.547768e-01	1.992566e-01	1.029907e-03	1.023925e-03	1.051103e-03
0	nP217	75	0	2500	2	1	0.250	7.753281e-01	3.680145e-02	7.903400e-91	6.442524e-91	2.298761e-78
0	nP222	75	0	2500	2	1	0.020	1.464714e+00	1.396207e-01	3.163219e-25	2.995905e-25	2.870365e-24
0	nP229	75	0	2500	2	1	0.010	1.395828e+00	1.977242e-01	2.157054e-12	2.103448e-12	3.443408e-12
0	nP257	75	0	2500	2	1	0.010	1.461386e+00	1.975345e-01	1.876029e-13	1.825022e-13	3.294748e-13
0	nP269	75	0	2500	2	1	0.010	1.717518e+00	1.967077e-01	4.518552e-18	4.349869e-18	1.331882e-17
0	nP274	75	0	2500	2	1	0.040	1.042381e+00	1.009152e-01	1.606046e-24	1.523546e-24	1.282245e-23
0	nP287	75	0	2500	2	1	0.230	9.739759e-01	3.692170e-02	1.708995e-135	1.257960e-135	3.790799e-109
0	nP333	75	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
0	nP351	75	0	2500	2	1	0.170	8.374353e-01	3.398334e-02	3.314041e-120	2.526050e-120	4.354146e-99
0	nP359	75	0	2500	2	1	0.020	1.401575e+00	1.398799e-01	3.396940e-23	3.232199e-23	2.153987e-22
0	nP391	75	0	2500	2	1	0.030	-1.459425e+00	1.140375e-01	2.282053e-36	2.107042e-36	2.531561e-34
0	nP401	75	0	2500	2	1	0.030	1.413863e+00	1.142671e-01	3.576786e-34	3.319094e-34	2.257719e-32
0	nP429	75	0	2500	2	1	0.010	1.321683e+00	1.979281e-01	2.982862e-11	2.916237e-11	4.339686e-11
0	nP441	75	0	2500	2	1	0.020	-1.591803e+00	1.390627e-01	1.318874e-29	1.236689e-29	2.876194e-28
0	nP461	75	0	2500	2	1	0.020	5.946439e-01	1.421662e-01	2.979540e-05	2.952320e-05	3.152095e-05
0	nP486	75	0	2500	2	1	0.070	-8.752462e-01	5.426194e-02	9.330821e-56	8.241521e-56	6.308725e-51
0	nP493	75	0	2500	2	1	0.040	4.149545e-01	8.252806e-02	5.306471e-07	5.237665e-07	5.981496e-07
0	nP509	75	0	2500	2	1	0.010	-1.539192e+00	1.972978e-01	8.926025e-15	8.657355e-15	1.787687e-14
0	nP537	75	0	2500	2	1	0.180	-9.913255e-01	3.203991e-02	3.198529e-178	2.135858e-178	6.092437e-135
0	nP561	75	0	2500	2	1	0.170	8.426083e-01	3.393211e-02	7.604908e-122	5.775002e-122	3.447573e-100
0	nP566	75	0	2500	2	1	0.070	1.318706e-01	6.975330e-02	5.880306e-02	5.867664e-02	5.888263e-02
0	nP579	75	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
