chr	rs	ps	n_miss	allele1	allele0	af	beta	se	logl_H1	l_remle	l_mle	p_wald	p_lrt	p_score
0	nP206	25	0	2	1	0.160	2.136577e-01	1.665077e-01	3.627648e+03	6.256535e+02	6.195272e+02	1.995514e-01	1.990245e-01	2.010386e-01
0	nP215	25	0	2	1	0.200	-1.032862e+00	3.009676e-01	3.632438e+03	5.673710e+02	5.618111e+02	6.093324e-04	8.049504e-04	1.139805e-03
0	nP220	25	0	2	1	0.010	-7.128862e-02	2.609265e-01	3.626861e+03	6.358017e+02	6.295786e+02	7.847118e-01	7.836530e-01	7.837161e-01
0	nP227	25	0	2	1	0.060	-1.503481e-02	1.253543e-01	3.626830e+03	6.361962e+02	6.299691e+02	9.045415e-01	9.040488e-01	9.040620e-01
0	nP255	25	0	2	1	0.010	-1.315580e-01	3.015111e-01	3.626919e+03	6.350480e+02	6.288304e+02	6.626358e-01	6.611306e-01	6.613235e-01
0	nP267	25	0	2	1	0.190	6.013535e-02	9.246952e-02	3.627036e+03	6.335224e+02	6.273221e+02	5.155413e-01	5.137827e-01	5.143016e-01
0	nP272	25	0	2	1	0.050	-5.289574e-02	1.602308e-01	3.626878e+03	6.355795e+02	6.293560e+02	7.413353e-01	7.400980e-01	7.401959e-01
0	nP285	25	0	2	1	0.030	5.542482e-04	1.748831e-01	3.626823e+03	6.362911e+02	6.300621e+02	9.974716e-01	9.974554e-01	9.974556e-01
0	nP331	25	0	2	1	0.010	5.052427e-02	2.835430e-01	3.626839e+03	6.360834e+02	6.298559e+02	8.585889e-01	8.578668e-01	8.578928e-01
0	nP349	25	0	2	1	0.010	-1.964085e-01	3.115977e-01	3.627024e+03	6.337018e+02	6.274969e+02	5.285382e-01	5.267886e-01	5.272668e-01
0	nP357	25	0	2	1	0.090	4.879303e-03	1.305657e-01	3.626824e+03	6.362844e+02	6.300534e+02	9.701926e-01	9.700407e-01	9.700438e-01
0	nP389	25	0	2	1	0.260	9.135271e-02	9.237519e-02	3.627315e+03	6.299330e+02	6.237635e+02	3.227925e-01	3.214302e-01	3.227414e-01
0	nP397	25	0	2	1	0.050	3.759565e-01	1.446033e-01	3.630124e+03	5.948194e+02	5.889936e+02	9.379574e-03	1.018806e-02	1.157549e-02
0	nP427	25	0	2	1	0.020	3.908732e-01	2.614551e-01	3.627939e+03	6.219533e+02	6.158623e+02	1.350429e-01	1.351432e-01	1.374979e-01
0	nP439	25	0	2	1	0.010	6.308267e-02	2.166900e-01	3.626866e+03	6.357345e+02	6.295135e+02	7.709842e-01	7.698679e-01	7.699408e-01
0	nP459	25	0	2	1	0.010	-6.510208e-02	2.104794e-01	3.626872e+03	6.356596e+02	6.294402e+02	7.571162e-01	7.559391e-01	7.560234e-01
0	nP484	25	0	2	1	0.070	-7.145042e-02	1.020780e-01	3.627070e+03	6.330914e+02	6.268926e+02	4.840179e-01	4.822602e-01	4.828776e-01
0	nP491	25	0	2	1	0.020	-3.707042e-01	2.399293e-01	3.628015e+03	6.210000e+02	6.149196e+02	1.224594e-01	1.226940e-01	1.251010e-01
0	nP507	25	0	2	1	0.320	-1.992630e-01	1.264288e-01	3.628062e+03	6.203881e+02	6.143111e+02	1.151321e-01	1.154464e-01	1.178827e-01
0	nP535	25	0	2	1	0.070	5.114888e-02	1.074218e-01	3.626938e+03	6.348044e+02	6.285900e+02	6.340091e-01	6.324221e-01	6.326632e-01
0	nP559	25	0	2	1	0.010	-2.352075e-01	3.069482e-01	3.627119e+03	6.324607e+02	6.262683e+02	4.435835e-01	4.418609e-01	4.426222e-01
0	nP564	25	0	2	1	0.030	7.529386e-03	9.671391e-02	3.626826e+03	6.362488e+02	6.300232e+02	9.379519e-01	9.376312e-01	9.376383e-01
0	nP577	25	0	2	1	0.170	2.665365e-03	7.901072e-02	3.626824e+03	6.362840e+02	6.300549e+02	9.730918e-01	9.729521e-01	9.729549e-01
0	cM18	25	0	2	1	0.020	-3.541301e-02	1.749837e-01	3.626844e+03	6.360261e+02	6.297976e+02	8.396370e-01	8.388281e-01	8.388612e-01
0	cM24	25	0	2	1	0.020	-1.690222e-01	1.941765e-01	3.627204e+03	6.313630e+02	6.251798e+02	3.841345e-01	3.825379e-01	3.835456e-01
0	cM34	25	0	2	1	0.020	-2.505715e-01	1.635161e-01	3.627995e+03	6.212591e+02	6.151762e+02	1.255511e-01	1.257498e-01	1.281402e-01
0	nM138	25	0	2	1	0.220	2.823860e-02	8.223521e-02	3.626883e+03	6.355211e+02	6.292966e+02	7.313353e-01	7.300573e-01	7.301651e-01
0	nM230	25	0	2	1	0.120	4.511548e-02	1.147842e-01	3.626901e+03	6.352837e+02	6.290618e+02	6.943189e-01	6.929116e-01	6.930608e-01
0	nM303	25	0	2	1	0.140	8.841529e-02	9.440304e-02	3.627264e+03	6.305944e+02	6.244180e+02	3.490691e-01	3.475925e-01	3.487656e-01
0	nP110	29	0	2	1	0.010	-1.531337e-02	2.301714e-01	3.626825e+03	6.362603e+02	6.300335e+02	9.469610e-01	9.466849e-01	9.466908e-01
0	nP297	29	0	2	1	0.210	-6.246733e-01	2.173811e-01	3.630827e+03	5.863582e+02	5.806151e+02	4.092088e-03	4.660446e-03	5.599106e-03
0	nP513	29	0	2	1	0.010	-3.838562e-02	2.548913e-01	3.626835e+03	6.361423e+02	6.299152e+02	8.803065e-01	8.796923e-01	8.797115e-01
0	nP525	29	0	2	1	0.010	-8.495309e-02	2.217702e-01	3.626897e+03	6.353286e+02	6.291112e+02	7.017018e-01	7.003198e-01	7.004600e-01
0	cP7	33	0	2	1	0.150	9.426308e-02	1.533424e-01	3.627014e+03	6.338155e+02	6.276098e+02	5.387938e-01	5.370459e-01	5.374996e-01
0	cP11	33	0	2	1	0.140	-1.952252e-01	1.153096e-01	3.628250e+03	6.180161e+02	6.119657e+02	9.057024e-02	9.114808e-02	9.364042e-02
0	cP19	33	0	2	1	0.020	-9.384353e-02	1.520419e-01	3.627015e+03	6.337932e+02	6.275934e+02	5.371448e-01	5.353990e-01	5.358561e-01
0	cP40	33	0	2	1	0.030	6.775175e-02	1.745647e-01	3.626899e+03	6.353029e+02	6.290836e+02	6.979615e-01	6.965634e-01	6.967088e-01
0	nP12	33	0	2	1	0.160	-1.710221e-01	1.197748e-01	3.627842e+03	6.231805e+02	6.170774e+02	1.534560e-01	1.533663e-01	1.556341e-01
0	nP17	33	0	2	1	0.140	-6.789657e-02	1.284798e-01	3.626964e+03	6.344517e+02	6.282446e+02	5.972263e-01	5.955564e-01	5.958701e-01
0	nP42	33	0	2	1	0.060	4.968871e-02	1.281600e-01	3.626899e+03	6.353053e+02	6.290852e+02	6.982648e-01	6.968671e-01	6.970122e-01
0	nP56	33	0	2	1	0.120	6.785613e-02	1.231633e-01	3.626976e+03	6.343030e+02	6.280909e+02	5.817212e-01	5.800248e-01	5.803715e-01
0	nP64	33	0	2	1	0.030	-3.088274e-01	2.230454e-01	3.627782e+03	6.239548e+02	6.178444e+02	1.663002e-01	1.660811e-01	1.682788e-01
0	nP78	33	0	2	1	0.030	-3.707709e-02	1.577071e-01	3.626851e+03	6.359275e+02	6.297028e+02	8.141497e-01	8.132181e-01	8.132636e-01
0	nP92	33	0	2	1	0.030	-7.220985e-02	1.317733e-01	3.626975e+03	6.343233e+02	6.281175e+02	5.837508e-01	5.820629e-01	5.824035e-01
0	nP126	33	0	2	1	0.010	-2.352075e-01	3.069482e-01	3.627119e+03	6.324607e+02	6.262683e+02	4.435835e-01	4.418609e-01	4.426222e-01
0	nP140	33	0	2	1	0.030	-3.534619e-02	2.165627e-01	3.626837e+03	6.361191e+02	6.298898e+02	8.703627e-01	8.696999e-01	8.697220e-01
0	nP156	33	0	2	1	0.290	-9.155015e-02	6.829643e-02	3.627723e+03	6.247063e+02	6.185905e+02	1.802105e-01	1.798592e-01	1.819820e-01
0	nP178	33	0	2	1	0.030	9.701412e-02	1.587504e-01	3.627012e+03	6.338522e+02	6.276446e+02	5.411817e-01	5.394382e-01	5.398835e-01
0	nP192	33	0	2	1	0.280	-1.273787e-01	9.250616e-02	3.627772e+03	6.240816e+02	6.179702e+02	1.686434e-01	1.684024e-01	1.705892e-01
0	nP211	33	0	2	1	0.070	3.288517e-02	1.499453e-01	3.626848e+03	6.359776e+02	6.297487e+02	8.264231e-01	8.255457e-01	8.255851e-01
0	nP233	33	0	2	1	0.070	6.140361e-02	9.141329e-02	3.627051e+03	6.333439e+02	6.271437e+02	5.018277e-01	5.000678e-01	5.006272e-01
0	nP239	33	0	2	1	0.370	1.513086e-01	1.068725e-01	3.627825e+03	6.233934e+02	6.172899e+02	1.569629e-01	1.568386e-01	1.590889e-01
0	nP243	33	0	2	1	0.020	3.115495e-02	1.924695e-01	3.626836e+03	6.361200e+02	6.298928e+02	8.714217e-01	8.707651e-01	8.707868e-01
0	nP247	33	0	2	1	0.140	-1.927991e-01	1.164389e-01	3.628189e+03	6.187854e+02	6.127268e+02	9.788876e-02	9.838927e-02	1.008715e-01
0	nP251	33	0	2	1	0.020	-1.527739e-02	1.188875e-01	3.626832e+03	6.361809e+02	6.299546e+02	8.977613e-01	8.972317e-01	8.972464e-01
0	nP305	33	0	2	1	0.060	6.448814e-02	1.352966e-01	3.626938e+03	6.348041e+02	6.285885e+02	6.336582e-01	6.320713e-01	6.323126e-01
0	nP309	33	0	2	1	0.200	-1.032862e+00	3.009676e-01	3.632438e+03	5.673710e+02	5.618111e+02	6.093324e-04	8.049504e-04	1.139805e-03
0	nP314	33	0	2	1	0.010	-2.019471e-01	2.861895e-01	3.627074e+03	6.330373e+02	6.268394e+02	4.804771e-01	4.787205e-01	4.793503e-01
0	nP318	33	0	2	1	0.020	3.821935e-02	1.635670e-01	3.626851e+03	6.359309e+02	6.297077e+02	8.152667e-01	8.143416e-01	8.143864e-01
0	nP325	33	0	2	1	0.020	8.723114e-02	2.321195e-01	3.626895e+03	6.353672e+02	6.291456e+02	7.070955e-01	7.057297e-01	7.058638e-01
0	nP338	33	0	2	1	0.200	-1.032862e+00	3.009676e-01	3.632438e+03	5.673710e+02	5.618111e+02	6.093324e-04	8.049504e-04	1.139805e-03
0	nP345	33	0	2	1	0.320	1.898286e-02	9.084647e-02	3.626845e+03	6.360019e+02	6.297783e+02	8.345001e-01	8.336628e-01	8.336984e-01
0	nP362	33	0	2	1	0.110	-1.666079e-02	1.360416e-01	3.626831e+03	6.361956e+02	6.299645e+02	9.025380e-01	9.020321e-01	9.020458e-01
0	nP378	33	0	2	1	0.070	2.321628e-02	1.233230e-01	3.626841e+03	6.360573e+02	6.298311e+02	8.506913e-01	8.499286e-01	8.499576e-01
0	nP382	33	0	2	1	0.200	-1.032862e+00	3.009676e-01	3.632438e+03	5.673710e+02	5.618111e+02	6.093324e-04	8.049504e-04	1.139805e-03
0	nP405	33	0	2	1	0.090	1.284249e-01	1.410729e-01	3.627240e+03	6.309075e+02	6.247282e+02	3.627285e-01	3.612010e-01	3.623074e-01
0	nP411	33	0	1	2	0.490	-2.578394e-01	1.132695e-01	3.629373e+03	6.039739e+02	5.980631e+02	2.291021e-02	2.392885e-02	2.589327e-02
0	nP416	33	0	2	1	0.020	-6.385365e-02	2.796470e-01	3.626850e+03	6.359535e+02	6.297251e+02	8.194032e-01	8.184996e-01	8.185421e-01
0	nP423	33	0	2	1	0.010	5.786581e-02	2.222640e-01	3.626857e+03	6.358449e+02	6.296232e+02	7.946174e-01	7.936022e-01	7.936588e-01
0	nP433	33	0	2	1	0.010	6.446554e-01	3.083370e-01	3.628983e+03	6.088550e+02	6.028895e+02	3.665135e-02	3.767324e-02	3.991394e-02
0	nP445	33	0	2	1	0.030	-6.554394e-03	1.628661e-01	3.626824e+03	6.362796e+02	6.300518e+02	9.679018e-01	9.677359e-01	9.677392e-01
0	nP451	33	0	2	1	0.050	-7.054040e-02	1.448501e-01	3.626943e+03	6.347370e+02	6.285224e+02	6.263089e-01	6.247031e-01	6.249580e-01
0	nP465	33	0	2	1	0.010	1.471029e-01	2.345587e-01	3.627022e+03	6.337203e+02	6.275179e+02	5.306198e-01	5.288704e-01	5.293442e-01
0	nP480	33	0	2	1	0.040	3.481508e-02	1.250258e-01	3.626862e+03	6.357817e+02	6.295579e+02	7.806798e-01	7.796000e-01	7.796662e-01
0	nP497	33	0	2	1	0.060	-1.474227e-01	1.403652e-01	3.627377e+03	6.291364e+02	6.229747e+02	2.936911e-01	2.924803e-01	2.939454e-01
0	nP520	33	0	2	1	0.020	2.632641e-01	2.549229e-01	3.627359e+03	6.293766e+02	6.232135e+02	3.018347e-01	3.005788e-01	3.019970e-01
0	nP541	33	0	2	1	0.200	-1.032862e+00	3.009676e-01	3.632438e+03	5.673710e+02	5.618111e+02	6.093324e-04	8.049504e-04	1.139805e-03
0	nP545	33	0	2	1	0.120	-1.704731e-01	1.572744e-01	3.627413e+03	6.286642e+02	6.225119e+02	2.785043e-01	2.773857e-01	2.789381e-01
0	nP569	33	0	2	1	0.010	-6.671629e-04	2.055429e-01	3.626823e+03	6.362879e+02	6.300621e+02	9.974104e-01	9.973971e-01	9.973972e-01
0	nP582	33	0	2	1	0.120	7.318123e-02	1.070949e-01	3.627059e+03	6.332392e+02	6.270393e+02	4.944612e-01	4.927005e-01	4.932841e-01
0	nP587	33	0	2	1	0.010	-3.239012e-02	3.281060e-01	3.626828e+03	6.362298e+02	6.299993e+02	9.213697e-01	9.209632e-01	9.209731e-01
0	cM30	33	0	2	1	0.180	-8.196485e-02	8.546365e-02	3.627286e+03	6.303110e+02	6.241387e+02	3.376209e-01	3.361917e-01	3.374249e-01
0	nM34	33	0	2	1	0.060	-3.674193e-03	1.118538e-01	3.626824e+03	6.362870e+02	6.300552e+02	9.737983e-01	9.736614e-01	9.736641e-01
0	nM46	33	0	2	1	0.080	4.840800e-02	9.554273e-02	3.626953e+03	6.346138e+02	6.283989e+02	6.124358e-01	6.108005e-01	6.110810e-01
0	nM74	33	0	2	1	0.040	-1.114727e-01	1.322851e-01	3.627181e+03	6.316705e+02	6.254853e+02	3.994939e-01	3.978562e-01	3.987954e-01
0	nM83	33	0	1	2	0.480	1.115302e-02	9.384849e-02	3.626830e+03	6.362014e+02	6.299702e+02	9.054111e-01	9.049200e-01	9.049331e-01
0	nM87	33	0	2	1	0.280	5.662319e-02	8.158171e-02	3.627066e+03	6.331468e+02	6.269469e+02	4.877046e-01	4.859459e-01	4.865506e-01
0	nM122	33	0	2	1	0.040	6.000585e-02	1.335386e-01	3.626925e+03	6.349729e+02	6.287549e+02	6.532165e-01	6.516834e-01	6.518911e-01
0	nM134	33	0	1	2	0.320	-2.758538e-02	7.239364e-02	3.626897e+03	6.353428e+02	6.291205e+02	7.032008e-01	7.018220e-01	7.019606e-01
0	nM148	33	0	1	2	0.340	-2.246948e-02	1.015948e-01	3.626848e+03	6.359738e+02	6.297444e+02	8.249801e-01	8.240982e-01	8.241382e-01
0	nM156	33	0	2	1	0.360	1.387466e-01	1.057519e-01	3.627685e+03	6.251926e+02	6.190685e+02	1.896403e-01	1.891998e-01	1.912674e-01
0	nM166	33	0	2	1	0.400	2.998546e-02	8.763834e-02	3.626882e+03	6.355264e+02	6.293010e+02	7.322668e-01	7.309905e-01	7.310977e-01
0	nM195	33	0	2	1	0.020	6.127267e-02	1.732117e-01	3.626886e+03	6.354748e+02	6.292520e+02	7.235603e-01	7.222563e-01	7.223717e-01
0	nM224	33	0	2	1	0.420	6.644135e-03	7.051018e-02	3.626828e+03	6.362361e+02	6.300044e+02	9.249345e-01	9.245429e-01	9.245522e-01
0	nM240	33	0	2	1	0.200	-2.104038e-02	8.325146e-02	3.626855e+03	6.358752e+02	6.296480e+02	8.004955e-01	7.995043e-01	7.995574e-01
0	nM271	33	0	2	1	0.020	-3.409079e-02	1.596615e-01	3.626846e+03	6.359938e+02	6.297667e+02	8.309394e-01	8.300873e-01	8.301244e-01
0	nM281	33	0	2	1	0.080	-4.370000e-02	1.130998e-01	3.626899e+03	6.353175e+02	6.290954e+02	6.992449e-01	6.978542e-01	6.979973e-01
0	nP84	38	0	2	1	0.280	1.566592e-01	1.091901e-01	3.627852e+03	6.230649e+02	6.169623e+02	1.514870e-01	1.514159e-01	1.536913e-01
0	nP398	38	0	2	1	0.030	-1.233269e-01	1.885633e-01	3.627039e+03	6.334960e+02	6.272926e+02	5.131498e-01	5.113901e-01	5.119155e-01
0	nP104	40	0	2	1	0.060	-3.671498e-01	1.692056e-01	3.629146e+03	6.068259e+02	6.008859e+02	3.011262e-02	3.114617e-02	3.327589e-02
0	nP168	40	0	2	1	0.010	5.052427e-02	2.835430e-01	3.626839e+03	6.360834e+02	6.298559e+02	8.585889e-01	8.578668e-01	8.578928e-01
0	nP261	40	0	2	1	0.020	-2.455011e-03	1.558181e-01	3.626823e+03	6.362839e+02	6.300605e+02	9.874306e-01	9.873606e-01	9.873619e-01
0	nP280	40	0	2	1	0.010	1.757458e-02	2.982472e-01	3.626825e+03	6.362692e+02	6.300397e+02	9.530156e-01	9.527708e-01	9.527759e-01
0	nP291	40	0	2	1	0.010	-7.452487e-02	1.941612e-01	3.626898e+03	6.353189e+02	6.291083e+02	7.011373e-01	6.997557e-01	6.998964e-01
0	nP367	40	0	2	1	0.210	-1.426565e-01	9.540298e-02	3.627940e+03	6.219540e+02	6.158636e+02	1.349613e-01	1.350614e-01	1.374144e-01
0	nP472	40	0	2	1	0.050	5.974180e-02	1.139289e-01	3.626962e+03	6.344898e+02	6.282790e+02	6.000621e-01	5.984011e-01	5.987071e-01
0	nP502	40	0	2	1	0.100	3.288000e-02	1.075633e-01	3.626870e+03	6.356768e+02	6.294538e+02	7.598734e-01	7.587054e-01	7.587876e-01
0	nM17	40	0	2	1	0.040	-2.838572e-03	1.105940e-01	3.626824e+03	6.362840e+02	6.300578e+02	9.795253e-01	9.794166e-01	9.794186e-01
0	nP111	43	0	2	1	0.010	8.436545e-02	2.215146e-01	3.626896e+03	6.353395e+02	6.291218e+02	7.033416e-01	7.019646e-01	7.021030e-01
0	nP298	43	0	2	1	0.020	-1.645549e-02	1.720058e-01	3.626828e+03	6.362287e+02	6.300026e+02	9.237917e-01	9.233947e-01	9.234042e-01
0	nP514	43	0	2	1	0.020	-1.367853e-02	1.705840e-01	3.626826e+03	6.362460e+02	6.300205e+02	9.360954e-01	9.357632e-01	9.357707e-01
0	nP526	43	0	2	1	0.160	-7.073297e-02	9.289901e-02	3.627115e+03	6.325045e+02	6.263119e+02	4.464922e-01	4.447649e-01	4.455167e-01
0	nP65	44	0	2	1	0.010	-6.671629e-04	2.055429e-01	3.626823e+03	6.362879e+02	6.300621e+02	9.974104e-01	9.973971e-01	9.973972e-01
0	nP141	44	0	2	1	0.070	-6.432992e-02	1.000756e-01	3.627032e+03	6.335905e+02	6.273880e+02	5.204041e-01	5.186481e-01	5.191516e-01
0	cP3	50	0	1	2	0.490	-6.132734e-01	1.409115e-01	3.635562e+03	5.322366e+02	5.270210e+02	1.402055e-05	2.905822e-05	6.496495e-05
0	cP15	50	0	2	1	0.180	8.242895e-01	2.866815e-01	3.630831e+03	5.862889e+02	5.805439e+02	4.070864e-03	4.638301e-03	5.575302e-03
0	cP20	50	0	2	1	0.080	-3.654463e-02	1.068541e-01	3.626882e+03	6.355199e+02	6.293011e+02	7.323759e-01	7.311006e-01	7.312078e-01
0	cP26	50	0	2	1	0.310	-3.262923e-02	9.923265e-02	3.626878e+03	6.355837e+02	6.293595e+02	7.423227e-01	7.410860e-01	7.411834e-01
0	cP31	50	0	2	1	0.190	-3.636663e-01	1.738724e-01	3.628985e+03	6.088079e+02	6.028439e+02	3.657779e-02	3.760311e-02	3.984672e-02
0	cP35	50	0	2	1	0.220	-1.737140e-01	8.879986e-02	3.628719e+03	6.121222e+02	6.061223e+02	5.054802e-02	5.149971e-02	5.389530e-02
0	nP5	50	0	2	1	0.180	8.242895e-01	2.866815e-01	3.630831e+03	5.862889e+02	5.805439e+02	4.070864e-03	4.638301e-03	5.575302e-03
0	nP18	50	0	2	1	0.010	-1.600234e-02	2.139877e-01	3.626826e+03	6.362521e+02	6.300257e+02	9.403945e-01	9.400827e-01	9.400895e-01
0	nP24	50	0	2	1	0.010	6.446554e-01	3.083370e-01	3.628983e+03	6.088550e+02	6.028895e+02	3.665135e-02	3.767324e-02	3.991394e-02
0	nP28	50	0	2	1	0.080	-1.112773e-02	9.160118e-02	3.626831e+03	6.361926e+02	6.299655e+02	9.033204e-01	9.028161e-01	9.028297e-01
0	nP32	50	0	2	1	0.100	2.653979e-01	1.626284e-01	3.628150e+03	6.192809e+02	6.132163e+02	1.028206e-01	1.032666e-01	1.057362e-01
0	nP38	50	0	2	1	0.050	6.849935e-02	1.583583e-01	3.626918e+03	6.350652e+02	6.288488e+02	6.653724e-01	6.638728e-01	6.640623e-01
0	nP48	50	0	2	1	0.240	1.085550e-02	1.260746e-01	3.626827e+03	6.362435e+02	6.300138e+02	9.313908e-01	9.310317e-01	9.310399e-01
0	nP51	50	0	2	1	0.160	-2.400654e-02	1.023605e-01	3.626851e+03	6.359289e+02	6.297038e+02	8.145933e-01	8.136620e-01	8.137074e-01
0	nP57	50	0	1	2	0.480	-6.387154e-02	1.206803e-01	3.626965e+03	6.344622e+02	6.282481e+02	5.966706e-01	5.950038e-01	5.953162e-01
0	nP75	50	0	2	1	0.260	-3.105282e-03	6.909893e-02	3.626824e+03	6.362792e+02	6.300491e+02	9.641590e-01	9.639722e-01	9.639760e-01
0	nP85	50	0	2	1	0.010	-1.600234e-02	2.139877e-01	3.626826e+03	6.362521e+02	6.300257e+02	9.403945e-01	9.400827e-01	9.400895e-01
0	nP93	50	0	2	1	0.220	5.813369e-02	1.169035e-01	3.626948e+03	6.346650e+02	6.284531e+02	6.190358e-01	6.174110e-01	6.176805e-01
0	nP99	50	0	2	1	0.160	2.145561e-01	1.660008e-01	3.627660e+03	6.255029e+02	6.193790e+02	1.963034e-01	1.958052e-01	1.978372e-01
0	nP118	50	0	2	1	0.150	-9.782242e-02	9.885701e-02	3.627315e+03	6.299384e+02	6.237698e+02	3.224975e-01	3.211368e-01	3.224443e-01
0	nP122	50	0	2	1	0.110	2.732158e-01	1.112119e-01	3.629781e+03	5.990254e+02	5.931593e+02	1.408900e-02	1.500741e-02	1.664896e-02
0	nP134	50	0	2	1	0.090	-8.335694e-02	9.722300e-02	3.627193e+03	6.314992e+02	6.253177e+02	3.913178e-01	3.897014e-01	3.906793e-01
0	nP148	50	0	2	1	0.020	-2.259361e-02	1.873503e-01	3.626831e+03	6.361956e+02	6.299681e+02	9.040211e-01	9.035258e-01	9.035392e-01
0	nP152	50	0	2	1	0.140	-1.204522e-03	1.112975e-01	3.626823e+03	6.362907e+02	6.300614e+02	9.913659e-01	9.913200e-01	9.913208e-01
0	nP174	50	0	2	1	0.010	5.052427e-02	2.835430e-01	3.626839e+03	6.360834e+02	6.298559e+02	8.585889e-01	8.578668e-01	8.578928e-01
0	nP183	50	0	2	1	0.010	-1.200185e-01	2.155231e-01	3.626980e+03	6.342581e+02	6.280521e+02	5.776657e-01	5.759667e-01	5.763216e-01
0	nP188	50	0	2	1	0.030	6.478447e-02	2.082841e-01	3.626872e+03	6.356570e+02	6.294324e+02	7.557970e-01	7.546123e-01	7.546979e-01
0	nP197	50	0	2	1	0.030	-2.457369e-02	9.934491e-02	3.626854e+03	6.358840e+02	6.296634e+02	8.046520e-01	8.036760e-01	8.037269e-01
0	nP203	50	0	2	1	0.010	-4.502497e-01	3.009149e-01	3.627941e+03	6.219350e+02	6.158457e+02	1.347099e-01	1.348129e-01	1.371670e-01
0	nP207	50	0	2	1	0.010	8.436545e-02	2.215146e-01	3.626896e+03	6.353395e+02	6.291218e+02	7.033416e-01	7.019646e-01	7.021030e-01
0	nP216	50	0	1	2	0.490	-6.843113e-02	1.007113e-01	3.627056e+03	6.332815e+02	6.270798e+02	4.968979e-01	4.951388e-01	4.957125e-01
0	nP221	50	0	2	1	0.010	1.431430e-01	2.076072e-01	3.627063e+03	6.331864e+02	6.269918e+02	4.905794e-01	4.888233e-01	4.894172e-01
0	nP228	50	0	2	1	0.010	-3.068175e-03	1.744527e-01	3.626823e+03	6.362781e+02	6.300600e+02	9.859694e-01	9.858912e-01	9.858926e-01
0	nP234	50	0	2	1	0.120	1.780092e-01	1.073457e-01	3.628193e+03	6.187405e+02	6.126815e+02	9.738639e-02	9.789115e-02	1.003729e-01
0	nP256	50	0	2	1	0.170	-1.832606e-01	1.265865e-01	3.627871e+03	6.228075e+02	6.167132e+02	1.478238e-01	1.477948e-01	1.500937e-01
0	nP268	50	0	2	1	0.020	-3.564431e-02	1.304633e-01	3.626861e+03	6.358017e+02	6.295786e+02	7.847118e-01	7.836530e-01	7.837161e-01
0	nP273	50	0	2	1	0.070	3.701408e-01	1.486831e-01	3.629858e+03	5.980646e+02	5.922069e+02	1.285830e-02	1.375462e-02	1.533910e-02
0	nP286	50	0	2	1	0.190	-2.429505e-01	1.533761e-01	3.628075e+03	6.202114e+02	6.141468e+02	1.133163e-01	1.136550e-01	1.161001e-01
0	nP322	50	0	2	1	0.100	1.952786e-01	9.836559e-02	3.628775e+03	6.114429e+02	6.054499e+02	4.722773e-02	4.819958e-02	5.056491e-02
0	nP332	50	0	2	1	0.020	-3.956293e-02	1.668297e-01	3.626852e+03	6.359196e+02	6.296959e+02	8.125632e-01	8.116231e-01	8.116696e-01
0	nP350	50	0	2	1	0.010	9.821218e-02	2.433923e-01	3.626905e+03	6.352232e+02	6.290056e+02	6.866047e-01	6.851704e-01	6.853301e-01
0	nP354	50	0	2	1	0.180	-4.211368e-03	9.252497e-02	3.626824e+03	6.362761e+02	6.300483e+02	9.636996e-01	9.635049e-01	9.635087e-01
0	nP358	50	0	2	1	0.030	7.006794e-02	1.734321e-01	3.626906e+03	6.352211e+02	6.290028e+02	6.862414e-01	6.848056e-01	6.849658e-01
0	nP372	50	0	2	1	0.180	1.039426e-01	1.046518e-01	3.627319e+03	6.298887e+02	6.237195e+02	3.206972e-01	3.193447e-01	3.206631e-01
0	nP375	50	0	2	1	0.100	-1.226863e-03	9.888606e-02	3.626823e+03	6.362846e+02	6.300610e+02	9.901020e-01	9.900432e-01	9.900442e-01
0	nP386	50	0	2	1	0.020	-5.653643e-02	1.612397e-01	3.626885e+03	6.354800e+02	6.292627e+02	7.258911e-01	7.245923e-01	7.247060e-01
0	nP390	50	0	2	1	0.040	-2.027580e-02	1.002351e-01	3.626844e+03	6.360210e+02	6.297958e+02	8.397124e-01	8.388986e-01	8.389320e-01
0	nP399	50	0	2	1	0.060	7.146600e-03	1.302283e-01	3.626825e+03	6.362719e+02	6.300425e+02	9.562405e-01	9.560105e-01	9.560152e-01
0	nP420	50	0	2	1	0.150	-4.415787e-02	8.947734e-02	3.626946e+03	6.346931e+02	6.284800e+02	6.216964e-01	6.200793e-01	6.203430e-01
0	nP428	50	0	2	1	0.060	1.043643e-01	1.844660e-01	3.626985e+03	6.341961e+02	6.279868e+02	5.716048e-01	5.698952e-01	5.702645e-01
0	nP434	50	0	2	1	0.210	4.309882e-02	8.296288e-02	3.626959e+03	6.345243e+02	6.283112e+02	6.034615e-01	6.018061e-01	6.021052e-01
0	nP440	50	0	2	1	0.030	5.390275e-02	1.855809e-01	3.626866e+03	6.357381e+02	6.295139e+02	7.714929e-01	7.703747e-01	7.704475e-01
0	nP446	50	0	2	1	0.170	1.513658e-01	1.025753e-01	3.627911e+03	6.223149e+02	6.162201e+02	1.401625e-01	1.402087e-01	1.425397e-01
0	nP460	50	0	2	1	0.060	1.495579e-01	1.631319e-01	3.627246e+03	6.308184e+02	6.246410e+02	3.593407e-01	3.578251e-01	3.589521e-01
